Level,Series ref: CPIQ,Description,Quarter,Weight,Index number
Class,SE907104,Purchase of bicycles,2013Q3,0.06,1161.96319
Class,SE907201,Vehicle parts and accessories,2013Q3,0.6,960.5873261
Class,SE907202,Petrol,2013Q3,5.29,1156.25
Class,SE907203,Other vehicle fuels and lubricants,2013Q3,0.44,1242.115972
Class,SE907204,Vehicle servicing and repairs,2013Q3,1.34,925.8987528
Class,SE907205,Other private transport services,2013Q3,1.28,1514.188422
Class,SE907301,Rail passenger transport,2013Q3,0.1,913.7181875
Class,SE907302,Road passenger transport,2013Q3,0.42,934.8978047
Class,SE907303,Domestic air transport,2013Q3,0.68,1000.961538
Class,SE907304,International air transport,2013Q3,1.46,1115.165336
Class,SE907305,Sea passenger transport,2013Q3,0.1,978.7052811
Class,SE908100,Postal services,2013Q3,0.18,887.7822045
Class,SE908200,Telecommunication equipment,2013Q3,0.1,2345.238095
Class,SE908300,Telecommunication services,2013Q3,2.65,1116.402116
Class,SE909101,Audio-visual equipment,2013Q3,0.53,1687.5
Class,SE909102,Computing equipment,2013Q3,0.33,1455.197133
Class,SE909103,Recording media,2013Q3,0.23,1163.793103
Class,SE909200,Major recreational and cultural equipment,2013Q3,0.29,932.2873658
Class,SE909301,"Games, toys, and hobbies",2013Q3,0.44,1090.027701
Class,SE909302,"Equipment for sport, camping, and outdoor recreation",2013Q3,0.36,1035.242291
Class,SE909303,"Plants, flowers, and gardening supplies",2013Q3,0.56,966.2107804
Class,SE909304,Pet-related products,2013Q3,0.63,946.732955
Class,SE909401,Recreational and sporting services,2013Q3,0.94,946.0076046
Class,SE909402,Cultural services,2013Q3,1.45,948.0626546
Class,SE909403,Veterinary services,2013Q3,0.19,915.7381616
Class,SE909501,Books,2013Q3,0.35,945.2523524
Class,SE909502,Newspapers and magazines,2013Q3,0.59,840.7245472
Class,SE909504,Stationery and drawing materials,2013Q3,0.25,948.0314961
Class,SE909600,Accommodation services,2013Q3,0.5,933.7060703
Class,SE909700,Package holidays,2013Q3,0.93,1153.769841
Class,SE910100,Early childhood education,2013Q3,0.39,934.6110485
Class,SE910200,Primary and secondary education,2013Q3,0.7,858.0208974
Class,SE910300,Tertiary and other post school education,2013Q3,0.81,887.0431894
Class,SE910400,Other education,2013Q3,0.04,900.6024096
Class,SE911101,Hairdressing and personal grooming services,2013Q3,0.79,947.2140762
Class,SE911102,Electrical appliances for personal care,2013Q3,0.03,869.7183099
Class,SE911103,"Other appliances, articles, and products for personal care",2013Q3,1.5,1074.380165
Class,SE911301,Jewellery and watches,2013Q3,0.33,964.7058824
Class,SE911302,Other personal effects,2013Q3,0.15,976.2162162
Class,SE911401,Life insurance,2013Q3,0.93,990.1521934
Class,SE911402,Dwelling insurance,2013Q3,0.36,824.7392816
Class,SE911403,Contents insurance,2013Q3,0.24,989.0410959
Class,SE911404,Health insurance,2013Q3,0.3,805.5145249
Class,SE911405,Vehicle insurance,2013Q3,0.38,957.7235772
Class,SE911501,Credit services,2013Q3,0.52,1056.989247
Class,SE911601,Vocational services,2013Q3,0.29,952.3809524
Class,SE911602,Professional services,2013Q3,0.2,824.0740741
Class,SE911603,Real estate services,2013Q3,0.77,771.3178295
Class,SE911604,Other miscellaneous services not elsewhere classified,2013Q3,0.35,954.6436285
All groups,SE9A,All groups CPI,2013Q4,100,969.004894
Group,SE901,Food,2013Q4,18.33,967.325228
Group,SE902,Alcoholic beverages and tobacco,2013Q4,7.42,865.4934004
Group,SE903,Clothing and footwear,2013Q4,4.2,995.991984
Group,SE904,Housing and household utilities,2013Q4,24.64,899.3055556
Group,SE905,Household contents and services,2013Q4,4.21,991.0358566
Group,SE906,Health,2013Q4,5.68,949.5026779
Group,SE907,Transport,2013Q4,14.86,1099.906629
Group,SE908,Communication,2013Q4,2.91,1145.685997
Group,SE909,Recreation and culture,2013Q4,8.65,1032.528856
Group,SE910,Education,2013Q4,1.93,885.177453
Group,SE911,Miscellaneous goods and services,2013Q4,7.15,950.039032
Subgroup,SE9011,Fruit and vegetables,2013Q4,2.35,825.1473477
Subgroup,SE9012,"Meat, poultry, and fish",2013Q4,2.98,1006.21118
Subgroup,SE9013,Grocery food,2013Q4,6.93,1019.261637
Subgroup,SE9014,Non-alcoholic beverages,2013Q4,2.08,999.2211838
Subgroup,SE9015,Restaurant meals and ready-to-eat food,2013Q4,3.99,936.8499257
Subgroup,SE9021,Alcoholic beverages,2013Q4,4.8,1010.075567
Subgroup,SE9022,Cigarettes and tobacco,2013Q4,2.62,661.8995233
Subgroup,SE9031,Clothing,2013Q4,3.42,993.0486594
Subgroup,SE9032,Footwear,2013Q4,0.78,1005.208333
Subgroup,SE9041,Actual rentals for housing,2013Q4,9.01,924.9605055
Subgroup,SE9042,Home ownership,2013Q4,4.26,824.9201278
Subgroup,SE9043,Property maintenance,2013Q4,3.72,915.960452
Subgroup,SE9044,Property rates and related services,2013Q4,3.02,885.6004553
Subgroup,SE9045,Household energy,2013Q4,4.62,924.4532803
Subgroup,SE9051,"Furniture, furnishings, and floor coverings",2013Q4,1.29,977.6422764
Subgroup,SE9052,Household textiles,2013Q4,0.38,958.1712062
Subgroup,SE9053,Household appliances,2013Q4,0.81,1003.157895
Subgroup,SE9054,"Glassware, tableware, and household utensils",2013Q4,0.33,964.035964
Subgroup,SE9055,Tools and equipment for house and garden,2013Q4,0.58,998.2174688
Subgroup,SE9056,Other household supplies and services,2013Q4,0.82,1019.323671
Subgroup,SE9061,"Medical products, appliances, and equipment",2013Q4,1.04,1000.982318
Subgroup,SE9062,Out-patient services,2013Q4,3.74,935.6725146
Subgroup,SE9063,Hospital services,2013Q4,0.9,923.6790607
Subgroup,SE9071,Purchase of vehicles,2013Q4,3.13,1029.296875
Subgroup,SE9072,Private transport supplies and services,2013Q4,8.75,1121.212121
Subgroup,SE9073,Passenger transport services,2013Q4,2.98,1126.746507
Subgroup,SE9081,Postal services,2013Q4,0.18,889.7742364
Subgroup,SE9082,Telecommunication equipment,2013Q4,0.09,2214.285714
Subgroup,SE9083,Telecommunication services,2013Q4,2.64,1116.402116
Subgroup,SE9091,Audio-visual and computing equipment,2013Q4,1.06,1467.213115
Subgroup,SE9092,Major recreational and cultural equipment,2013Q4,0.29,933.9388935
Subgroup,SE9093,Other recreational equipment and supplies,2013Q4,1.98,996.2721342
Subgroup,SE9094,Recreational and cultural services,2013Q4,2.59,947.9905437
Subgroup,SE9095,"Newspapers, books, and stationery",2013Q4,1.22,915.4624277
Subgroup,SE9096,Accommodation services,2013Q4,0.52,967.2523962
Subgroup,SE9097,Package holidays,2013Q4,1,1238.095238
Subgroup,SE9101,Early childhood education,2013Q4,0.39,925.5918828
Subgroup,SE9102,Primary and secondary education,2013Q4,0.7,858.0208974
Subgroup,SE9103,Tertiary and other post school education,2013Q4,0.81,887.0431894
Subgroup,SE9104,Other education,2013Q4,0.04,900.6024096
Subgroup,SE9111,Personal care,2013Q4,2.31,1022.160665
Subgroup,SE9113,Personal effects,2013Q4,0.49,972.8937729
Subgroup,SE9114,Insurance,2013Q4,2.21,939.5604396
Subgroup,SE9115,Credit services,2013Q4,0.52,1056.989247
Subgroup,SE9116,Other miscellaneous services,2013Q4,1.62,856.3648741
Class,SE901101,Fruit,2013Q4,1.02,880.2049968
Class,SE901102,Vegetables,2013Q4,1.32,787.4750167
Class,SE901201,Meat and poultry,2013Q4,2.52,1024.294671
Class,SE901202,Fish and other seafood,2013Q4,0.46,914.1566265
Class,SE901301,Bread and cereals,2013Q4,2.02,1082.064298
Class,SE901302,"Milk, cheese, and eggs",2013Q4,1.85,1000.770416
Class,SE901303,Oils and fats,2013Q4,0.32,926.6487214
Class,SE901304,Food additives and condiments,2013Q4,0.51,1049.747049
Class,SE901305,"Confectionery, nuts, and snacks",2013Q4,1.6,985.6
Class,SE901306,Other grocery food,2013Q4,0.63,1008.058018
Class,SE901401,"Coffee, tea, and other hot drinks",2013Q4,0.36,1021.077283
Class,SE901402,"Soft drinks, waters, and juices",2013Q4,1.72,995.3234606
Class,SE901501,Restaurant meals,2013Q4,1.48,942.4242424
Class,SE901502,Ready-to-eat food,2013Q4,2.51,933.4795322
Class,SE902101,Beer,2013Q4,2.02,979.1666667
Class,SE902102,Wine,2013Q4,1.47,1077.220077
Class,SE902103,Spirits and liqueurs,2013Q4,1.3,978.313253
Class,SE902200,Cigarettes and tobacco,2013Q4,2.62,661.8995233
Class,SE903102,Men's clothing,2013Q4,0.78,1031.049251
Class,SE903103,Women's clothing,2013Q4,1.84,983.2677165
Class,SE903104,Children's and infants' clothing,2013Q4,0.49,999.0215264
Class,SE903105,Clothing accessories,2013Q4,0.14,933.1963001
Class,SE903106,Knitting and sewing supplies,2013Q4,0.08,1004.545455
Class,SE903107,Clothing services,2013Q4,0.08,918.5282523
Class,SE903202,Men's footwear,2013Q4,0.16,1000
Class,SE903203,Women's footwear,2013Q4,0.5,1011.952191
Class,SE903204,Children's and infants' footwear,2013Q4,0.12,1005.02008
Class,SE904101,Actual rentals for housing,2013Q4,9.01,924.9605055
Class,SE904201,Purchase of new housing,2013Q4,4.26,824.9201278
Class,SE904301,Property maintenance materials,2013Q4,0.63,942.5981873
Class,SE904302,Property maintenance services,2013Q4,3.09,910.6648199
Class,SE904401,Water supply,2013Q4,0.27,932.767624
Class,SE904402,Refuse disposal and recycling,2013Q4,0.16,898.3822042
Class,SE904403,Local authority rates and payments,2013Q4,2.57,878.2412627
Class,SE904404,Other property related services,2013Q4,0.03,937.4369324
Class,SE904501,Electricity,2013Q4,4.09,925.6578947
Class,SE904502,Gas,2013Q4,0.41,932.9183956
Class,SE904503,Solid fuels,2013Q4,0.11,843.8177874
Class,SE905101,Furniture and furnishings,2013Q4,0.93,970.9051724
Class,SE905102,Carpets and other floor coverings,2013Q4,0.36,1001.730104
Class,SE905200,Household textiles,2013Q4,0.38,958.1712062
Class,SE905301,Major household appliances,2013Q4,0.64,1000
Class,SE905302,Small electrical household appliances,2013Q4,0.1,1053.675613
Class,SE905303,Repair and hire of household appliances,2013Q4,0.08,943.8280166
Class,SE905400,"Glassware, tableware, and household utensils",2013Q4,0.33,964.035964
Class,SE905501,Major tools and equipment for the house and garden,2013Q4,0.3,991.9928826
Class,SE905502,Small tools and accessories for the house and garden,2013Q4,0.28,1003.587444
Class,SE905601,Cleaning products and other household supplies,2013Q4,0.62,1054.140127
Class,SE905602,Other household services,2013Q4,0.2,933.2386364
Class,SE906101,Pharmaceutical products,2013Q4,0.68,1007.056452
Class,SE906102,Other medical products,2013Q4,0.04,985.5195911
Class,SE906103,Therapeutic appliances and equipment,2013Q4,0.32,990.6279288
Class,SE906201,Medical services,2013Q4,2.42,950.4573171
Class,SE906202,Dental services,2013Q4,0.98,907.4074074
Class,SE906203,Paramedical services,2013Q4,0.34,952.4886878
Class,SE906300,Hospital services,2013Q4,0.9,923.6790607
Class,SE907101,Purchase of new motor cars,2013Q4,0.92,1074.398249
Class,SE907102,Purchase of second-hand motor cars,2013Q4,2.02,995.4792043
Class,SE907103,Purchase of motorcycles,2013Q4,0.13,1041.445271
Class,SE907104,Purchase of bicycles,2013Q4,0.05,1087.116564
Class,SE907201,Vehicle parts and accessories,2013Q4,0.6,964.4513138
Class,SE907202,Petrol,2013Q4,5.1,1116.071429
Class,SE907203,Other vehicle fuels and lubricants,2013Q4,0.43,1228.89115
Class,SE907204,Vehicle servicing and repairs,2013Q4,1.34,925.8987528
Class,SE907205,Other private transport services,2013Q4,1.28,1519.863791
Class,SE907301,Rail passenger transport,2013Q4,0.1,928.6157666
Class,SE907302,Road passenger transport,2013Q4,0.43,957.6078728
Class,SE907303,Domestic air transport,2013Q4,0.73,1068.269231
Class,SE907304,International air transport,2013Q4,1.62,1245.153934
Class,SE907305,Sea passenger transport,2013Q4,0.1,978.7052811
Class,SE908100,Postal services,2013Q4,0.18,889.7742364
Class,SE908200,Telecommunication equipment,2013Q4,0.09,2214.285714
Class,SE908300,Telecommunication services,2013Q4,2.64,1116.402116
Class,SE909101,Audio-visual equipment,2013Q4,0.52,1638.888889
Class,SE909102,Computing equipment,2013Q4,0.32,1426.523297
Class,SE909103,Recording media,2013Q4,0.22,1145.114943
Class,SE909200,Major recreational and cultural equipment,2013Q4,0.29,933.9388935
Class,SE909301,"Games, toys, and hobbies",2013Q4,0.44,1091.412742
Class,SE909302,"Equipment for sport, camping, and outdoor recreation",2013Q4,0.35,1012.114537
Class,SE909303,"Plants, flowers, and gardening supplies",2013Q4,0.56,970.2333065
Class,SE909304,Pet-related products,2013Q4,0.63,945.3125
Class,SE909401,Recreational and sporting services,2013Q4,0.94,950.5703422
Class,SE909402,Cultural services,2013Q4,1.46,953.0090684
Class,SE909403,Veterinary services,2013Q4,0.19,911.5598886
Class,SE909501,Books,2013Q4,0.36,992.3011121
Class,SE909502,Newspapers and magazines,2013Q4,0.6,851.9675203
Class,SE909504,Stationery and drawing materials,2013Q4,0.25,958.2677165
Class,SE909600,Accommodation services,2013Q4,0.52,967.2523962
Class,SE909700,Package holidays,2013Q4,1,1238.095238
Class,SE910100,Early childhood education,2013Q4,0.39,925.5918828
Class,SE910200,Primary and secondary education,2013Q4,0.7,858.0208974
Class,SE910300,Tertiary and other post school education,2013Q4,0.81,887.0431894
Class,SE910400,Other education,2013Q4,0.04,900.6024096
Class,SE911101,Hairdressing and personal grooming services,2013Q4,0.79,950.1466276
Class,SE911102,Electrical appliances for personal care,2013Q4,0.03,867.370892
Class,SE911103,"Other appliances, articles, and products for personal care",2013Q4,1.49,1067.14876
Class,SE911301,Jewellery and watches,2013Q4,0.33,964.0866873
Class,SE911302,Other personal effects,2013Q4,0.16,989.1891892
Class,SE911401,Life insurance,2013Q4,0.93,991.9427037
Class,SE911402,Dwelling insurance,2013Q4,0.36,839.8030127
Class,SE911403,Contents insurance,2013Q4,0.24,987.6712329
Class,SE911404,Health insurance,2013Q4,0.31,813.8847858
Class,SE911405,Vehicle insurance,2013Q4,0.38,961.7886179
Class,SE911501,Credit services,2013Q4,0.52,1056.989247
Class,SE911601,Vocational services,2013Q4,0.29,952.3809524
Class,SE911602,Professional services,2013Q4,0.2,838.5416667
Class,SE911603,Real estate services,2013Q4,0.78,785.5297158
Class,SE911604,Other miscellaneous services not elsewhere classified,2013Q4,0.35,954.6436285
All groups,SE9A,All groups CPI,2014Q1,100,972.2675367
Group,SE901,Food,2014Q1,18.33,969.6048632
Group,SE902,Alcoholic beverages and tobacco,2014Q1,7.61,891.2633564
Group,SE903,Clothing and footwear,2014Q1,4.16,988.9779559
Group,SE904,Housing and household utilities,2014Q1,24.74,905.5555556
Group,SE905,Household contents and services,2014Q1,4.17,983.0677291
Group,SE906,Health,2014Q1,5.69,954.0933435
Group,SE907,Transport,2014Q1,14.72,1093.370682
Group,SE908,Communication,2014Q1,2.87,1131.541726
Group,SE909,Recreation and culture,2014Q1,8.54,1022.035677
Group,SE910,Education,2014Q1,1.99,914.4050104
Group,SE911,Miscellaneous goods and services,2014Q1,7.18,956.284153
Subgroup,SE9011,Fruit and vegetables,2014Q1,2.33,820.5631958
Subgroup,SE9012,"Meat, poultry, and fish",2014Q1,2.97,1003.881988
Subgroup,SE9013,Grocery food,2014Q1,6.94,1024.077047
Subgroup,SE9014,Non-alcoholic beverages,2014Q1,2.1,1010.124611
Subgroup,SE9015,Restaurant meals and ready-to-eat food,2014Q1,3.99,940.564636
Subgroup,SE9021,Alcoholic beverages,2014Q1,4.73,1000
Subgroup,SE9022,Cigarettes and tobacco,2014Q1,2.88,729.3729373
Subgroup,SE9031,Clothing,2014Q1,3.38,986.0973188
Subgroup,SE9032,Footwear,2014Q1,0.78,1001.041667
Subgroup,SE9041,Actual rentals for housing,2014Q1,9.04,930.4897314
Subgroup,SE9042,Home ownership,2014Q1,4.31,835.14377
Subgroup,SE9043,Property maintenance,2014Q1,3.76,927.259887
Subgroup,SE9044,Property rates and related services,2014Q1,3.02,886.7387592
Subgroup,SE9045,Household energy,2014Q1,4.62,927.7667329
Subgroup,SE9051,"Furniture, furnishings, and floor coverings",2014Q1,1.26,957.3170732
Subgroup,SE9052,Household textiles,2014Q1,0.39,978.5992218
Subgroup,SE9053,Household appliances,2014Q1,0.8,987.3684211
Subgroup,SE9054,"Glassware, tableware, and household utensils",2014Q1,0.32,955.044955
Subgroup,SE9055,Tools and equipment for house and garden,2014Q1,0.58,1003.565062
Subgroup,SE9056,Other household supplies and services,2014Q1,0.81,1017.391304
Subgroup,SE9061,"Medical products, appliances, and equipment",2014Q1,1.03,992.1414538
Subgroup,SE9062,Out-patient services,2014Q1,3.77,944.4444444
Subgroup,SE9063,Hospital services,2014Q1,0.89,924.3313764
Subgroup,SE9071,Purchase of vehicles,2014Q1,3.1,1024.414063
Subgroup,SE9072,Private transport supplies and services,2014Q1,8.8,1131.016043
Subgroup,SE9073,Passenger transport services,2014Q1,2.82,1070.858283
Subgroup,SE9081,Postal services,2014Q1,0.18,887.7822045
Subgroup,SE9082,Telecommunication equipment,2014Q1,0.09,2083.333333
Subgroup,SE9083,Telecommunication services,2014Q1,2.6,1103.174603
Subgroup,SE9091,Audio-visual and computing equipment,2014Q1,1.02,1422.131148
Subgroup,SE9092,Major recreational and cultural equipment,2014Q1,0.29,936.416185
Subgroup,SE9093,Other recreational equipment and supplies,2014Q1,1.97,996.2721342
Subgroup,SE9094,Recreational and cultural services,2014Q1,2.58,946.4144996
Subgroup,SE9095,"Newspapers, books, and stationery",2014Q1,1.2,904.6242775
Subgroup,SE9096,Accommodation services,2014Q1,0.53,1000.798722
Subgroup,SE9097,Package holidays,2014Q1,0.94,1164.68254
Subgroup,SE9101,Early childhood education,2014Q1,0.39,931.2288613
Subgroup,SE9102,Primary and secondary education,2014Q1,0.73,896.1278427
Subgroup,SE9103,Tertiary and other post school education,2014Q1,0.84,918.9368771
Subgroup,SE9104,Other education,2014Q1,0.04,925.9036145
Subgroup,SE9111,Personal care,2014Q1,2.31,1025.854109
Subgroup,SE9113,Personal effects,2014Q1,0.48,961.1721612
Subgroup,SE9114,Insurance,2014Q1,2.24,955.3571429
Subgroup,SE9115,Credit services,2014Q1,0.52,1056.989247
Subgroup,SE9116,Other miscellaneous services,2014Q1,1.63,861.1300204
Class,SE901101,Fruit,2014Q1,1.09,937.2197309
Class,SE901102,Vegetables,2014Q1,1.24,741.5056629
Class,SE901201,Meat and poultry,2014Q1,2.5,1018.808777
Class,SE901202,Fish and other seafood,2014Q1,0.47,929.9698795
Class,SE901301,Bread and cereals,2014Q1,2.01,1078.680203
Class,SE901302,"Milk, cheese, and eggs",2014Q1,1.84,997.6887519
Class,SE901303,Oils and fats,2014Q1,0.32,930.013459
Class,SE901304,Food additives and condiments,2014Q1,0.51,1059.865093
Class,SE901305,"Confectionery, nuts, and snacks",2014Q1,1.63,1006.4
Class,SE901306,Other grocery food,2014Q1,0.63,1010.475423
Class,SE901401,"Coffee, tea, and other hot drinks",2014Q1,0.37,1048.399688
Class,SE901402,"Soft drinks, waters, and juices",2014Q1,1.73,1001.558846
Class,SE901501,Restaurant meals,2014Q1,1.48,943.9393939
Class,SE901502,Ready-to-eat food,2014Q1,2.52,938.5964912
Class,SE902101,Beer,2014Q1,2.01,976.0802469
Class,SE902102,Wine,2014Q1,1.42,1046.332046
Class,SE902103,Spirits and liqueurs,2014Q1,1.3,978.313253
Class,SE902200,Cigarettes and tobacco,2014Q1,2.88,729.3729373
Class,SE903102,Men's clothing,2014Q1,0.77,1019.271949
Class,SE903103,Women's clothing,2014Q1,1.82,975.3937008
Class,SE903104,Children's and infants' clothing,2014Q1,0.49,1000.978474
Class,SE903105,Clothing accessories,2014Q1,0.13,903.3915725
Class,SE903106,Knitting and sewing supplies,2014Q1,0.08,1007.272727
Class,SE903107,Clothing services,2014Q1,0.08,929.0407359
Class,SE903202,Men's footwear,2014Q1,0.16,1008.403361
Class,SE903203,Women's footwear,2014Q1,0.5,1011.952191
Class,SE903204,Children's and infants' footwear,2014Q1,0.12,967.8714859
Class,SE904101,Actual rentals for housing,2014Q1,9.04,930.4897314
Class,SE904201,Purchase of new housing,2014Q1,4.31,835.14377
Class,SE904301,Property maintenance materials,2014Q1,0.63,939.5770393
Class,SE904302,Property maintenance services,2014Q1,3.13,924.5152355
Class,SE904401,Water supply,2014Q1,0.27,932.767624
Class,SE904402,Refuse disposal and recycling,2014Q1,0.16,917.0879676
Class,SE904403,Local authority rates and payments,2014Q1,2.56,878.2412627
Class,SE904404,Other property related services,2014Q1,0.03,962.6639758
Class,SE904501,Electricity,2014Q1,4.08,926.3157895
Class,SE904502,Gas,2014Q1,0.43,964.0387275
Class,SE904503,Solid fuels,2014Q1,0.11,843.8177874
Class,SE905101,Furniture and furnishings,2014Q1,0.9,940.7327586
Class,SE905102,Carpets and other floor coverings,2014Q1,0.36,1006.055363
Class,SE905200,Household textiles,2014Q1,0.39,978.5992218
Class,SE905301,Major household appliances,2014Q1,0.62,984.7161572
Class,SE905302,Small electrical household appliances,2014Q1,0.1,1035.005834
Class,SE905303,Repair and hire of household appliances,2014Q1,0.07,936.1997226
Class,SE905400,"Glassware, tableware, and household utensils",2014Q1,0.32,955.044955
Class,SE905501,Major tools and equipment for the house and garden,2014Q1,0.29,987.544484
Class,SE905502,Small tools and accessories for the house and garden,2014Q1,0.29,1019.730942
Class,SE905601,Cleaning products and other household supplies,2014Q1,0.62,1049.893843
Class,SE905602,Other household services,2014Q1,0.2,936.7897727
Class,SE906101,Pharmaceutical products,2014Q1,0.66,992.9435484
Class,SE906102,Other medical products,2014Q1,0.04,981.2606474
Class,SE906103,Therapeutic appliances and equipment,2014Q1,0.32,991.5651359
Class,SE906201,Medical services,2014Q1,2.43,957.3170732
Class,SE906202,Dental services,2014Q1,0.99,923.9417989
Class,SE906203,Paramedical services,2014Q1,0.34,952.4886878
Class,SE906300,Hospital services,2014Q1,0.89,924.3313764
Class,SE907101,Purchase of new motor cars,2014Q1,0.91,1062.363239
Class,SE907102,Purchase of second-hand motor cars,2014Q1,2.01,993.6708861
Class,SE907103,Purchase of motorcycles,2014Q1,0.13,1053.134963
Class,SE907104,Purchase of bicycles,2014Q1,0.05,1006.134969
Class,SE907201,Vehicle parts and accessories,2014Q1,0.6,962.1329212
Class,SE907202,Petrol,2014Q1,5.14,1126.785714
Class,SE907203,Other vehicle fuels and lubricants,2014Q1,0.42,1209.562564
Class,SE907204,Vehicle servicing and repairs,2014Q1,1.36,946.4416728
Class,SE907205,Other private transport services,2014Q1,1.28,1525.53916
Class,SE907301,Rail passenger transport,2014Q1,0.1,928.6157666
Class,SE907302,Road passenger transport,2014Q1,0.43,966.6919001
Class,SE907303,Domestic air transport,2014Q1,0.74,1087.5
Class,SE907304,International air transport,2014Q1,1.46,1119.72634
Class,SE907305,Sea passenger transport,2014Q1,0.1,978.7052811
Class,SE908100,Postal services,2014Q1,0.18,887.7822045
Class,SE908200,Telecommunication equipment,2014Q1,0.09,2083.333333
Class,SE908300,Telecommunication services,2014Q1,2.6,1103.174603
Class,SE909101,Audio-visual equipment,2014Q1,0.49,1555.555556
Class,SE909102,Computing equipment,2014Q1,0.32,1408.602151
Class,SE909103,Recording media,2014Q1,0.22,1129.310345
Class,SE909200,Major recreational and cultural equipment,2014Q1,0.29,936.416185
Class,SE909301,"Games, toys, and hobbies",2014Q1,0.43,1073.407202
Class,SE909302,"Equipment for sport, camping, and outdoor recreation",2014Q1,0.35,1005.506608
Class,SE909303,"Plants, flowers, and gardening supplies",2014Q1,0.56,979.082864
Class,SE909304,Pet-related products,2014Q1,0.63,950.284091
Class,SE909401,Recreational and sporting services,2014Q1,0.94,949.8098859
Class,SE909402,Cultural services,2014Q1,1.45,950.5358615
Class,SE909403,Veterinary services,2014Q1,0.19,915.7381616
Class,SE909501,Books,2014Q1,0.35,964.0718563
Class,SE909502,Newspapers and magazines,2014Q1,0.6,858.2136165
Class,SE909504,Stationery and drawing materials,2014Q1,0.25,926.7716535
Class,SE909600,Accommodation services,2014Q1,0.53,1000.798722
Class,SE909700,Package holidays,2014Q1,0.94,1164.68254
Class,SE910100,Early childhood education,2014Q1,0.39,931.2288613
Class,SE910200,Primary and secondary education,2014Q1,0.73,896.1278427
Class,SE910300,Tertiary and other post school education,2014Q1,0.84,918.9368771
Class,SE910400,Other education,2014Q1,0.04,925.9036145
Class,SE911101,Hairdressing and personal grooming services,2014Q1,0.79,954.5454545
Class,SE911102,Electrical appliances for personal care,2014Q1,0.03,847.4178404
Class,SE911103,"Other appliances, articles, and products for personal care",2014Q1,1.49,1071.280992
Class,SE911301,Jewellery and watches,2014Q1,0.33,958.5139319
Class,SE911302,Other personal effects,2014Q1,0.15,964.3243243
Class,SE911401,Life insurance,2014Q1,0.93,993.733214
Class,SE911402,Dwelling insurance,2014Q1,0.38,889.9188876
Class,SE911403,Contents insurance,2014Q1,0.24,991.7808219
Class,SE911404,Health insurance,2014Q1,0.31,814.8695224
Class,SE911405,Vehicle insurance,2014Q1,0.39,990.2439024
Class,SE911501,Credit services,2014Q1,0.52,1056.989247
Class,SE911601,Vocational services,2014Q1,0.29,954.6485261
Class,SE911602,Professional services,2014Q1,0.2,838.5416667
Class,SE911603,Real estate services,2014Q1,0.78,791.9896641
Class,SE911604,Other miscellaneous services not elsewhere classified,2014Q1,0.35,958.9632829
All groups,SE9A,All groups CPI,2014Q2,100,974.7145188
Group,SE901,Food,2014Q2,18.84,978.7234043
Group,SE902,Alcoholic beverages and tobacco,2014Q2,6.96,887.4921433
Group,SE903,Clothing and footwear,2014Q2,4.21,989.9799599
Group,SE904,Housing and household utilities,2014Q2,24.23,915.9722222
Group,SE905,Household contents and services,2014Q2,4.65,994.0239044
Group,SE906,Health,2014Q2,3.94,956.3886764
Group,SE907,Transport,2014Q2,14.97,1089.635854
Group,SE908,Communication,2014Q2,3.61,1121.640736
Group,SE909,Recreation and culture,2014Q2,9.4,1010.493179
Group,SE910,Education,2014Q2,1.91,917.8844816
Group,SE911,Miscellaneous goods and services,2014Q2,7.28,955.5035129
Subgroup,SE9011,Fruit and vegetables,2014Q2,2.47,860.5108055
Subgroup,SE9012,"Meat, poultry, and fish",2014Q2,3.01,1013.975155
Subgroup,SE9013,Grocery food,2014Q2,7.04,1024.879615
Subgroup,SE9014,Non-alcoholic beverages,2014Q2,1.97,1003.894081
Subgroup,SE9015,Restaurant meals and ready-to-eat food,2014Q2,4.35,946.5081724
Subgroup,SE9021,Alcoholic beverages,2014Q2,4.66,993.2829555
Subgroup,SE9022,Cigarettes and tobacco,2014Q2,2.3,729.3729373
Subgroup,SE9031,Clothing,2014Q2,3.37,988.0834161
Subgroup,SE9032,Footwear,2014Q2,0.83,994.7916667
Subgroup,SE9041,Actual rentals for housing,2014Q2,9.22,936.0189573
Subgroup,SE9042,Home ownership,2014Q2,4.2,845.3674121
Subgroup,SE9043,Property maintenance,2014Q2,3.09,927.259887
Subgroup,SE9044,Property rates and related services,2014Q2,3.18,886.7387592
Subgroup,SE9045,Household energy,2014Q2,4.54,962.2266402
Subgroup,SE9051,"Furniture, furnishings, and floor coverings",2014Q2,1.47,976.6260163
Subgroup,SE9052,Household textiles,2014Q2,0.41,969.844358
Subgroup,SE9053,Household appliances,2014Q2,0.88,996.8421053
Subgroup,SE9054,"Glassware, tableware, and household utensils",2014Q2,0.35,997.002997
Subgroup,SE9055,Tools and equipment for house and garden,2014Q2,0.61,996.4349376
Subgroup,SE9056,Other household supplies and services,2014Q2,0.94,1028.019324
Subgroup,SE9061,"Medical products, appliances, and equipment",2014Q2,1.05,993.1237721
Subgroup,SE9062,Out-patient services,2014Q2,2.31,947.3684211
Subgroup,SE9063,Hospital services,2014Q2,0.58,925.6360078
Subgroup,SE9071,Purchase of vehicles,2014Q2,3.48,1011.71875
